text,aspect,label
this is great app but will not load on app android version but working fine in chrome mobile,app,0
but if we could import google calendar into this app it would be great,app,0
the app with the latest update has become less friendly when you see a task and exit it returns you back to the start and you have to walk through all the tasks to get where you were,task,1
also what are the possible reasons for audio and video to not be in synch,sync,0
but so far i have not received supr bag inspire of several complaints and reminders,supr bag,0
hello i was going to try a trial,trial,1
page permissions workspace name page name keywords urls alternate emails web sessions login method  page name journal it was the default journal page that was available image imagepngexpiresampsignaturedaaaaecbecbbecdeaebbfd if the user deleted their workspace andor account  user ids current and deleted if any na  workspace ids if user deleted workspace na  web sessions on current account ,journal,1
this is my favourite note app,app,2
i just tried to move it to a different page and lost all my data,data,0
just to confirm are you able to log in to the website,log in,1
punctuality good follow up,punctuality,2
audio volume  still can not hear properly,volume,0
wider range and variety of grocery item,range and variety of,0
no cold chain is being maintained for milk and milk products no,milk,0
most annoying is that it had a dark mode but the apps updates apparently made the dark mode toggle go away and no updates have brought it back for me,dark mode,0
delivery charges and subscription charges are insane and should not be there,subscription charges,0
but android app really sucks,android app,0
currently preparing the onboarding of a new team member by setting up task related wiki pages and screen recordings,wiki,1
the android app is so slow it is borderline unusable,app,0
airtable is an easy to use light database app,database,2
love asana but sadly lost hours of work using the voice transcribe feature  it did not properly save and am sad to have lost over  hours of voice transcribing i had done,voice,0
while the the web version progresses the mobile version is ignored,progresses,2
good application to manage its tasks,tasks,1
there is nothing in the spam folder ,spam,0
and then copy from memo it works,copy,1
grocery at early hours,grocery,2
"dear developers when logging into a program using google account returns an error window
",account,0
hello notion team please try to process the payment for the invoice iniytorccklyjxalvsiqbgf once again we have revised the card budget the previous transaction has failed best regards darya bashkatova  forwarded message  from spendesk ltgt date thu apr   at  pm,payment,1
easy to use and keeps you super organized,organized,2
one video is going on on screen,screen,1
no need to worry we will start supporting languages besides english down the line,english,1
organising papers and research in notionhq using the create a new page in through the mention feature is a ga,organising,1
delivery boy never puts milk in the bag,delivery,0
we currently do not have a way to expand the lines same as described but it is possible in the future,line,0
at least in the web interface when you deny access they let you login without demanding contacts access but on mobile you simply can’t “sign in with google” without surrendering your contacts,login,1
you can downgrade from a paid plan by going to settings amp members in the lefthand sidebar menu in the desktop or web app then selecting plans and clicking downgrade,desktop,1
"so easy to take notes reference notes keep track of projects  love the accessibility on computer tablet and phone
interface a bit clumsy but very useable",interface,0
i have used my mentorship code and tried to check out with  different cards,cards,1
i have one request can you add feature to crop pic while uploading to file that could be very handy for making notes using pics,crop pic,0
i subscribes for business package,subscribes,1
notion is amazing on desktop but near unusable on app,notion,2
timely delivery service and most of products available,delivery,2
we have refunded your payment and cancelled your subscription,cancel,0
i do not even get any email notification from your site,notification,0
so i can now see the coupon code box,code,0
super good for when you have to carry several projects as a team or with different teams,different teams,1
but the biggest problem of all is that it has a terrible offline experience,offline experience,0
or simply reduced the duration to fit the scene,scene,1
other than milk products greens and coriander leaves supply will avoid our visit to local shops,milk,2
delivery time app features for vacation door bell product variety,vacation,2
no regular delivery,delivery,0
offline mode please and,offline mode,0
notion itself is an awesome tool,notion,2
please fix the bug that only when its updated and you get in can you see the archive button,updated,1
we will keep you posted as soon as we have an update on this as our goal is to set more features and improvements based on our users idea to innovate the app and deliver a smoother app experience in allinone workspaces,workspace,1
its a great tool but ill put it all  stars when they include task reminders and they show up as notifications on your cell phone,cell phone,1
this app is great,app,2
whenever we launch it license to resell videos video resolution in p full access to all editing,access,2
this really is the best database platform for apple devices very user friendly,user friendly,2
how can i embed an image from a link in a gallery template,template,1
oh thanks i was using mobile phone thas why i did not see it,mobile,1
best application,best,2
one of the worst apps i have on my ipad,ipad,0
workspace name is initvc payment method ach or wire transfer billing email  your address llc iidf invest llc iidf invest myasnitskaya  str  russia,payment,0
looking forward to future improvements to the app,app,2
if you are willing to pay atleast for the yearly unlimited plan i can even make it possible to get you the lifetime plan for unlimited,unlimited,2
please know that the public version of notions api will launch in spring ,api,2
unfortunately using the app is a completely frustrating and time consuming experience,app,0
you can go ahead and share the other databases,share,1
however on my phone running android  notion does not even open always getting stuck on the starting splash screen,android ,0
is the year subscription a calendar year or  months,calendar,1
so sorry for the trouble in dragging and drop your page,drop,0
no one in the support centre knows who is going to deliver the milk they do not even have their number from morning  am,milk,0
i would request you to perform a speedtest once for reference and send us the screenshot,speed,1
still not provided the promiced super bag and each time hearing different answers from customer care,customer care,0
kindly allow us to download the airtable app via the mac app store as it isn’t very seamless to relaunch the app everyday when it’s been downloaded from a thirdparty website,app store,1
the application as a whole like but on android sometimes does not unload the entire todo list immediately in the calendar and when i want to slip on the trail the day and the day after tomorrow it returns me to today,android,0
it is able to replace a number of apps in one,app,0
is there an easy way for me to see all the templates made across my org,templates,2
it is an inline gallery view not under a toggle and the bug usually happens when the card is medium size,bug,0
as you can see there are numbers in this pdf and if you print it you can cross,pdf,1
please inform me if you cancelled the sub,cancelled,1
in the first scene the bottom video select it and mute it it should be fine,mute,0
unfortunetly i am not able to cancell my trial as when i try to get to trail page it says that opera is not supported etc,cancel,1
you can update the billing information by using the same information so the page would allow you to write the vat info without a problem,billing,1
kindly fulfill your commitment made to customer,commitment made to customer,0
i was moving a lot of old stuff to a new workspace called archive and no problem then suddenly no more,workspace,0
i am giving this  stars just because the android version has annoying issues,android version,0
i made the payment and when i went to check my subscribtion plan it says busienss monthly,payment,1
your notes are stored on a local vault so you there are no dns issues,notes,1
timely delivery reasonable prices and good support by the customer service team,customer service team,2
mobile app needs a lot of work,mobile app,0
where is timeline in mobile app,timeline,1
app is great but it takes forever to open,app,2
incessant crashes difficulties in launching the application,incessant crashes,0
but it is clearly mentioned you have to cancel the plan so that you are not charged again,charged,0
turunin harga premium dong dev,premium,1
finally another thing that need to be sorted is the sync between all devices as most of the notes i have done on notion on my ipad is not shown when i open it on my iphone,sync,0
when i open my calendar it always starts with st of march and i need to scroll down to get to the actual date end of april now,calendar,1
i need to make sure i do not have  accounts by chance,accounts,0
prompt and hazle free ordering,prompt,2
it stuck with the loading page and no further progress at all,stuck,0
intelligent tool for organizing tasks managed to combine efficiency and humanize of a hot girl,efficiency,1
you have to ensure regular supply,supply,0
hoping that there will include handwriting and highlight pen functions in the future just like other notetaking app,hoping,2
would it be able to handle the editing at mbps,editing,1
i see you were on the trial for  days and you have been charged after the end of the  day trial,trial,1
this app is great,app,2
 i had used a coupon code but none of the history in the app could figure out where it got vanished and none of your agents could track it and you guys wanted me to keep a snapshot of that coupon code when i applied it,coupon code,0
serious crash on my ipad ios  can not use it,serious crash,0
but you could select multiple is categories,select multiple,1
structures team work perfectly,team,1
bad customer care unstable  unreliable application very high delivery charges,customer care,0
even if the video contains istock videos and premium media,media,1
it did not work since i never logged in with my apple,apple,0
"i work on a video production team and we use airtable as our project bible we can work on complex projects without having to worry about who’s completed what or what still needs done it’s all there in airtable airtable is an incredibly powerful tool i also use it to inventory my personal music collection love it 

feature request please add support for gallery view on ios and ipados a number of the projects on which i work include the approval of images for use in various projects gallery view is a must for these types of projects so i can easily view the images i currently have to use another program for imageapproval projects i would much rather use airtable for everything plus if gallery view was enabled on ios and ipados i would undoubtedly upload more images to airtable decreasing my free storage and requiring me to upgrade my account  which i would be happily do by the way 😉

update gallery support has been added thank you so much it works beautifully this is so helpful i’ve updated my review to a muchdeserved five stars ⭐️ ⭐️ ⭐️ ⭐️ ⭐️",gallery,2
can’t even sign in with a simple email and password without using sign in with google,sign in,0
pricing is also very high,pricing,0
it is a really powerful and featurerich app,app,2
i am using my album artwork to make a short promo video with the music in the background i just want it to be a still image,background,1
on time delivery and communication,communication,2
what started as posting a screenshot of my notionhq workspace on reddit is quickly turning into a proper sidehus,workspace,1
then i move it to markdownmdx files in the documentation s,files,1
i am making copies of these elsewhere then i will reset my desktop app to see if that fixes it there,desktop,0
it would be great if you can add a few widgets,widgets,0
i was paying ate the time  usd month,pay,1
service fee on milk is worst,service fee,0
i already exported another one and it worked perfectly,exported,2
notionhq i would love for an easier way to insert emojis into text fields in desktop having to search and copy t,search,1
every day delivery milk in time,delivery,2
hello swapnil i was charged today for  but messaged yesterday to cancel the free trial,free,1
i love notion so much it has been a great tool for organizing almost everything,organizing,2
everything was goodbut,everything,2
excellent service please provide all types of vegetables with reasonable rates,rates,2
yes it actually cuts off halfway in between scene ,scene,0
quick efficient and prompt service,quick,2
i believe i was able to recover that workspace can you take a look and confirm,workspace,1
hey notionhq  is it possible to embed an apk file on a document,file,1
yes you can create videos on the free plan,free,1
pm order am delivery,delivery,2
app on the computer does not work,computer,0
stop cheating customer,cheating customer,0
fleeing back to evernote,evernote,0
simonw joshu move those recipes over to notionhq evernote has gotten horrible over the past couple years,recipes,0
on the tablet version notion is at least good for browsing through and scanning my notes,notion,2
very good app,app,2
i don’t understand why we can’t get notifications about release time,get notifications,0
products are not good in quality most of the time no offers ,quality,0
and is there somewhere to check the total amount of space i have used through file upload,file,1
offers google sign in but not apple,apple,0
you can upload the audio from left panel uploads,audio,1
not user friendly,user friendly,0
i know notion is already working on supporting different languages because and the korean language is a huge milestone due to its complexity,supporting,1
i was adding some product information to the product database a little before i removed some i ages and links from the page to,database,1
normally our subscription renewal is th april,renewal,1
i am an avid bullet journaler of  years and no app was ever good enough to convince me to switch,app,2
exactly that would be awesome because it takes a little time to change the animation one by one  thank you,animation,2
two days back i had raised an issue reg leakage of milk,milk,2
unbrelievable notionhq been trying to break free for years,free,1
by delivering what is being promised answering customer calls without disconnecting with pre recorded calls allowing full use of supr credits without condition reducing service fees resolving customer complaints on time,delivering,0
your plan is cancelled and you will not be charged after th may,plan,1
topend applications like jira gives your project manager to constantly distract you,project,0
ive been using airtable to organize my blog posts and it does not disappoint,organize,2
delivery charges and rubbish schemes for delivery charges  rs charged for milk delivery to same house,delivery charges,0
has anyone tried sending information from google forms to a notionhq table directly,table,1
normally the app is on the big screen mode for tablets or something then opening the keyboard makes it think it should then go to small screen mode,keyboard,0
ok i will write to you from the email that i registered the account ok,account,1
tried adding a column of numbers,column,1
i wish the ipad app was as good as the computer app,app,2
this app has been a lifesaver,app,2
bug using a paid account,account,0
great app just notifications can be more organized  they can be merged to one notification depending on project or task itself,project,1
i will tell you what i do not like payments made on your app takes a long time to reflect and renew subcription,payments,0
multiple times per day all my table entries disappear or my calculations at the bottom of columns disappear,calculations,0
can i separate the audio from the video,audio,1
should i switch out from notionhq to roamresearch,switch,1
i wand to edit the audio,audio,1
like that you can use  istock media in single or multiple videos,istock,1
sure api and offline are great but a luxury,api,2
it would be perfect if they let voice notes and have a version for smartwatch,notes,1
everyday i am getting more and more into the notion,everyday,2
 is the highest we do so you have got a good deal to be honest but if you decide to go for a lifetime unlimited plan where you pay once and get unlimited access for life i would be happy to honor the  discount on that too,lifetime,2
guys for many types of pages i am sharing it would be vastly preferable to force dark mode,dark mode,1
ok you are speaking of a video on a single scene,scene,1
the app will not load,app,0
i also see you have been with us for a while why not take up an unlimited lifetime plan at a discounted price where you pay once and get unlimited access for life ,lifetime,2
but as a notion user i find very useful the database tool i,database,2
had to go back in time to google sheets today to take,google,1
you can compress the file or trim the video and upload it in parts,upload,1
milk delivered is not freshmilk exceeding date of expiry is delivered nowadays,not,0
hi i have a problem with the plan supposedly i have a premium plan however i never select this plan i just wish to have the free plan,premium,0
adding template is a burden as you can not scroll downwards,template,0
monthly one or two milk not delivered asked no responses,milk,0
the interface on desktop is my fave ,desktop,2
what is my current plan monthly price,price,1
the images are all off,off,0
i have been trying to remove my account,account,0
i struggle to learn notion but i am glad it has worked for you,learn,0
super laggy omg,super,2
inform about delay in delivery or if unable to deliver scheduled order,delivery,0
but for android,android,0
improve quality of vegetables and availability of items,vegetables,0
i think you are trying to bill me  instead of  for my subscription,subscription,1
the most convenient app for notes documents i have ever used,app,2
please give widgets to quickly add new pages,widgets,0
i’m surprised that the ipad air app is more or less just as powerful as the desktop app,desktop,2
atolly microsofttodo notionhq mtd is definetly a fast app for this,fast,2
superb work of your team,superb,2
there is no resubscribe button,resubscribe,1
nifty service for note taking and so much more,note taking,2
ideal for remote and multimember projects,projects,1
just wanted to ask why the app does not allow me to continue without opting in for analytics yet,analytics,0
how do i edit the background on the text box,text,1
daily timely delivery dy,timely delivery,2
i’ve been running my business on asana for a couple of years now,business,1
the vat field actually will not show up until your billing address has been updated  that field automatically comes up when we have verified your address is in a taxable jurisdiction,billing,0
please arrange refund,refund,0
but not on business plan correct,business plan,1
the app is useful but it has a few issues that frustrate me,app,2
it is so hard to subscribe to your team plan,subscribe,0
but as other reviewers have noted the ios app is not so hot,ios app,0
it happened on both my phone and my laptop,phone,1
notionhq for me it is completely pointless to make a dashboard when it looks distorted on the iphone,dashboard,0
but i have failed to export my project,project,0
i had signed the trial to test some videos but by mistake forgot to disactivate it,trial,1
calculation in subscription suprcredit is showing wrong balance,subscription,0
it still will not fit the screen,screen,1
"native darkmode is needed 

macos ios and ipados now have os level dark mode but airtable is lagging behind ",macos,1
but i have failed to export my project,export,0
i have found airtable to be a great addition to both work space and entertainment spheres,work space,1
it’s my goto for organizing and keeping all kinds of data ideas tasks receipts transactions and references,organizing,1
i doubt that you guys would improve stop the delivery fees and start delivering what you exhibit in your app,delivery fees,0
addition of delivery fee during the time of lockdown when people were already distressed was the worst step taken by supr daily mgmt,delivery,0
also appsumo plan does not include premium features and to use them you will have to upgrade your plan to business or unlimited,appsumo,2
journals gtd cookbooks whatever,cookbooks,2
yes we have an option for you to add team members  so you can add your students as editors and you be the admin so the editors can only access their own work and you being the admin can access everyone is,access,1
"what an amazing chrome extension for notionhq
",chrome,2
right i will delete the file then and redo in an incognito window,delete,1
effective may   we will use this information to apply tax to your next notion invoice if applicable,invoice,1
only cons does not work offline,only,2
also check out the travel bucket list template on my site,list,2
perfect so i wanted to know how to change invideos plan because i am afraid i have the wrong plan so i looked in my bill for ,bill,1
the page was called journal it was the default journal page that was available,journal,1
why is my dark mode gone all of the sudden from the app,app,0
best notetaking app you could ask for,notetaking,2
some day the delivery boy delivers less quantity of milk  someday he drops other brand some day he does not deliver but updates in system that it is delivered,milk,0
delivery charges are too high compare to others,delivery charges,0
quality of fruits and veges were of low grade  unhygienic,quality,2
costumer support is not responding and milk is not delivered everyday,costumer support,0
hi i have accidentally deleted my workspace,workspace,1
my order was wrongly placed and delivery boy was worrest manner,order,0
you will be able to search with the name of the clicp,search,1
aprilynnea notionhq when you make your first database get back to me,database,1
i use it a lot but would enjoy it more if it did not block on io so much,block,0
the unlimited plan for just a year is actually  but here you pay just  more and get it for life ,pay,2
i texted them to an email address and then downloaded them to my desktop,downloaded,1
now it is in a neat app,app,2
i love using this app on desktop but mobile seems to take like minutes to open the app so i can use it,app,2
honestly i love the app,app,0
page permissions workspace name page name keywords urls alternate emails web sessions login method  page url  web sessions on this account   support access granted,workspace,1
the best app to manage tasks projects etc,projects,1
i download the app and when i open it,app,0
on unlimited plan you get  istock media  remove background image and unlimited premium videos,premium,1
"i discovered airtable last week and after testing it out i love it it’s easily customisable and replaces my reliance on a spreadsheet to maintain my inventory the only issue is that the app is so limited i can’t duplicate a record which is frustrating when i purchase  different things from the same supplier on the same date etc this means i have to either duplicate the record on a desktop in which case why use the app or i have to manually enter the same information  times this is incredibly frustrating

another gripe i have is that i can’t customise the first column in the base or freeze the first two columns a picture is very important for my inventory and i need to either customise the first column to allow addition of a picture as or freeze the first two columns so that when i scroll across i can relate the information to the exact item freezing columns is available on the desktop version but not the app which means that when i’m out and about i have to constantly scroll back and forth

there are other limitations in the app such as the inability to select multiple records to deletecopy or the lack of gallerycalendarkanban view but those aren’t as exasperating for me as the previous two i mentioned it’s a shame because desktop version of airtable is an incredible tool and so versatile while the ios app is so restricted if we were talking about the desktop version i’d give it  stars but for now the ios app only gets ",freezing,1
airtable is great because it is simple to use with its sheet format and it actually works on many devices  even those with older oss  ios  being one thats amazing,sheet,2
good thing to supervise and support projects,projects,1
did not work well but seems to be smooth and working very please with the fix will use this app now thank you to the developers,app,0
guys for many types of pages i am sharing it would be vastly preferable to force dark mode,sharing,1
hi i would like to point out that it takes really long time to export and download my video,export,0
 aesthetic database text  tiled header more r,database,2
as i said my vat number is already listed on the page in question,listed,1
as a small business owner with  kids and a dose of add,business,1
before time delivery prompt service on last minute orderskudos,service,2
but anytime i try to start the video trimmer an error pops up,trimmer,0
the desktop app for mac is great though,mac,2
a very nice app for those who wants to organize all of their stuff into one space and make it creative,organize,2
really nice notes app this is the most complex notes app i have ever seen,app,2
this is not a video from a template i want to trim,template,1
availablity of stock delivery of products cancellation should be avoided,delivery of products,0
can you refund the annual subscription for notion i have,annual,1
right i will delete the file then and redo in an incognito window,incognito,1
automated text to speech,text,2
iam looking for after effect in video editing,editing,1
very hard to trim the video because the video always hang especialy the big file video or  minute length video,trim,0
sadly it is not possible to alter column widths on a mobile device which therefore renders the application totally useless,mobile,0
the best productivity app,app,2
 notion team notionso the allinone workspace for your notes tasks wikis and databases,notes,2
it is used for managing various tasks in a group,group,1
the fruits and veges are of poor quality also the fruits and veges are damp inside the cover,veges,0
my plan says premium instead of unlimited,plan,0
and i just reset it no difference,reset,1
every change i made does not get saved,saved,0
servoce charge as per no of deliveries made and not as per no of products,deliveries,0
i spent  hours organizing my notionhq notes,organizing,1
they may as well wrap the website because it is literally faster and more usable than this app,app,0
i agree that this is an overwhelming app at first but stick with it,app,2
reinstalled three times,reinstalled,2
deleted media from computer,computer,0
please enable multicolumn layout on the ipad drag and drop text editing at part with the desktop counterpart,drop,0
you charge a huge amount of one needs eggs or bread,eggs,0
anyway emails is  and the team plan we are talking about is for starpro workspace,workspace,1
prompt service kn time delivery,service,2
please deliver correct items and ensure that they are not damaged,deliver correct,0
so this app has actually made me less productive,made,0
notion will not open anymore,notion,0
vegetables were of very poor quality it was completely rotten,quality,0
but not in the desktop version,desktop,1
use this to keep me and my colleagues organized and i love it,colleagues,2
i deleted the app and redownloaded it but it still continued to crash,delete,0
i thought that i already canceled my subscription,subscription,0
great app but has major flaw that can cover all the benefits why this awesome app has crashes on startup,app,2
feature requestadd oled dark mode,dark mode,0
yes i have a small logo in all the scenes i just noticed and need to remove it,remove,1
"i have been billed for this service for months after we cancelled during the trial

",billed,0
 what is your workspace domain,workspace,1
how are you getting all those stats on the right side bar of youtube,side bar,1
tomfrankly notionhq otterai notabilityapp whimsicalpowers why not using apple notes for all of this,apple,1
when choosing a date white background and white numbers,white background,1
how do i remove the music from a video draft,remove,0
wish the app had offline feature and made it easier to view bases,view,0
 is not a big deal for such kind of company like you,big,1
you need to add the video clip and then adjust its size to fit it in the mobile frame,mobile,1
but there should be some fa to secure account,secure account,0
can we generate video for facebook ads facebook story ads instagram video ads,instagram,1
did not refund when i complainef about items not delivered,items not delivered,0
i paused the plan for  months and when i went in today to cancel the subscription i was charged,charged,0
same video duplicated same  media,duplicated,1
there is no plain copy text option even in the app,app,0
calendar view for databases is also ultra limited you can not see any properties and have to click into them to get to the,databases is,0
but you do not accept cashapp visa debit card,card,1
i fell in love with notion because it is easy to use has a clean design and an intuitive interface,interface,2
product delivery gets cancelled without intimation,product delivery,0
if you fell in love with notionhq as i but still wondering why desktop and mobile apps are still so slow here is a,desktop,0
veggies and fruits cost is little high than market prices,fruits cost,0
i don’t have a business or even use this at work,business,1
i love this app but not on the ios,ios,0
how do i remove a logo from the logo panel,logo,1
the only issue with the android app right now is sometimes the app does not load at all,android app,0
new way of taking notes,new,2
is it possible to get a refund and cancellation,refund,1
unacceptably slow to open the app,slow,0
still expensive but,expensive,0
i find this app extremely useful for note taking,app,0
reason i am giving it  star is because in the app details it is mentioned that app work offline as well,offline,0
with a coupon that a friend offered me,coupon,1
but in offer it says  monthly,offer,1
"so easy to take notes reference notes keep track of projects  love the accessibility on computer tablet and phone
",accessibility,2
features of this app are the best i have found anywhere till date,app,2
milk and packed products are good but not very happy with veggies n fruit quality,veggies,0
really enjoying using notionhq for organizing my lit review for a paper,organizing,2
half of the time when i just want to scroll around i drag and drop something by accident or activate some editing feature,editing,0
however most of the vegetables and fruits are out of stock most of the time,stock,0
there is no option to select light theme,light theme,0
original review i love notion but it is super slow to open on android pixel ,notion,2
i have to restart the app after every other entry because the scrolling gets stuck when trying to enter data,scrolling,0
however it would be nice to have a widget and also a place where you can draw to better understand a lesson or plan,widget,0
yet another annoying database app which demands you sign up for an account to use the app,database,0
of ok sounds good how  where do i remove the animation at the beginning,animation,1
im extra excited to create new databases through airtable,databases,2
apples bananas in notion ios appi want to convert the list to a todo list inside the block of a page,apples,1
so how do i add a youtube video,youtube,1
effective may   we will use this information to apply tax to your next notion invoice if applicable,invoice,1
sure that is fine whenever you want to remove the watermark just take a paid plan and reexport it simple ,watermark,1
i downloaded the mobile version on my tablet and had it stay on it for several days,mobile version,0
i use notion everyday for task management note taking resources recipes goals etc,notion,2
i went to media timeline and put the arrow where it says  seconds for the video,media,1
could you refund the money it just charged on me,refund,0
i like this app,app,2
can you share a screenshot of where it is loading,loading,2
asana people i really love your application and enjoy using it but recently i have noticed that all due dates were shifted for tasks eg task which had a due date  now has a due date ,task,0
the free version is very useful,free,2
new app is difficult as compare to old one,app,0
tasks dont show up its just the blank line,tasks,0
ah ok i need to go and find some birdsong audio from another platform,audio,1
click on preview anyway if that does not work export your video once let it render then re enter and try the preview again,preview,1
chats in a task will better if its like in whatsapp or any similar apps,chats,1
also you can add more varieties of vegetables,varieties of vegetables,0
milk supplies are sometimes torn and leaking packets,milk,0
best app ever,app,0
but why does my scene zoom out on each picture,zoom,0
polite telephone operators,telephone operators,2
if you know basic spreadsheet and some relational database you can gather data and view it quickly,view,1
and i thought i would love it on my ipad using the magic keyboard however there are so many limiting bugs that prevent any keyboard digital or physical from utilizing pieces of the software,ipad,2
once you start with a blank template,template,0
i love to make lists and this app really helps me make useful detailed lists and more,lists,1
delivery concerns not addressed,delivery concerns,0
suddenly deliveries have started to come at am,deliveries,0
i tried many task app i switched a couple of times stopped using these apps but whenever i want an app that is easy to use and does exactly what i want it to do without the need of an subscription or payments i come back to asana,payments,2
i love sortable as it looks so much nicer then tables is easy to learn and gets me excited about using databases,sortable,1
that is all for me now personally,all for,0
costly,costly,0
delivery and product offers with pricing,delivery,0
useless android version,android version,0
"the asana app which is pushed hard on you from their site  emails is nearly useless on ipad due to the fact that the details section of the screen is limited to a small strip about rd the width of your screen

",emails,1
i really like this app,app,0
template coming tomorrow,template,2
how is there even a free version of asana,free,2
its the best app for work flow,app,2
the milk packets delivered have hardly one or  days of expiry leftwhere as in market we get  days,milk packets,0
thanks this sounds like it might be the best option for us i need to check with my manager about paymentinvoicing would we pay via credit card now or by invoice,card,1
"a limitation  ufl but probably due to technical reasons  to airtables otherwise incredible design flexibility even atruntime  orcallit data manipulation time ip
still a limitation ip
♦️️⃣ looking into a linked record  ️⃣inthe linked record choose customise fields from the h dropdown  ️⃣well ufl here in this situation fields cannot be reordered inother words  field display sequence cannot be changed all field handles at right side of screen are locked♦️ 
its a limitation we might stumble upon every once in a while
 §
 airtable v 
 iphonese • ios   
 thu ",field,1
cancellation of orders as per your conveniencewe are very bothering to buy at last moment,conveniencewe,0
it is free and a fantastic product that you can use to chronical add pix etc,free,2
timely delivery and no extra charges,delivery,2
follow this from a laptop desktop to cancel,cancel,1
waive off service fees,service fees,0
you cant upgrade to premium for  person its just for teams of  or more,premium,1
wave of service delivery charges and also quality of veggies is pathetic and overpriced,veggies,0
i want to beautify one of the image as the background looks very ugly,background,1
no nongaming app should take  seconds to start work sluggishly and sometimes even crash,app,0
i still use my evernote because i do not think that notion does a good job of capturing information from other places as smoothly as evernote,evernote,0
what will resetting notion do,resetting,1
i cant use anymore asana on ipad  with ios ,ios,0
the slow slow slow android experience is killing this for me,android,0
i am my android,android,1
hope to see cool new features and apis in the future,apis,0
we are excited to be on a list with companies we admire and work with everyday as,everyday,2
hello how can i cancel before the trial charges me,cancel,1
really it is a very good app thank  thank you very much for team work design,app,2
i am on a galaxy s,galaxy s,0
introduction of delivery fees per pack of milk delivery paves way for customers to buy directly from shops or milk vendor delivery,delivery fees,0
total stars ,stars ,2
by removing delivery charges and giving more offers,delivery charges,0
instead of one notetaking app that tries to do everything i am using a suite of notetaking apps that serve differen,notetaking apps,2
but if you export and then enter the project again to edit it will appear again,export,1
but to get only the background music mute the videos on the scene,music,0
is it possible to get a receipt for our recent payment of the yearly subscription fee,yearly,1
no one in the support centre knows who is going to deliver the milk they do not even have their number from morning  am,milk,0
i enjoy very much the app on my computer and i start to like the app on my phone as well,computer,2
when i tried to move a few columns from this table to a new page each column got copied as a new blank page,columns,1
sure you can apply the code and then get on the trial plan,plan,1
yes they will have to access using their own email and password,email,1
notionhq why is the formula taking so long in notion it is not responding,formula,0
you will get it under the text tab in the left panel,text,1
prompt and on time delivery of milk,prompt,2
kindly share the relevant guides or tutorials for the same,tutorials,1
promptness of timings,promptness,2
why is not my email verification code,email,0
x web clipper plugin version,web clipper,2
can i add a backup email to my account,backup,1
in all web desktop and mobile devices,mobile devices,2
i was introduced to this app through one of my youtubers,app,0
on delivery especially milk,milk,0
you had sent me a packet of nachos which had already expired,nachos,0
i just purchased the plan and i would like you to have it activated please,purchased,1
it does not load and i tried it on incognito mode too on my chrome new browser,chrome,1
i am working with  videos in one scene so i have to use advanced timeline,scene,1
i love airtable but this app is totally pointless without the gallery view as my projects are image based,view,0
it does not look like they care much about the ios version so i can not really use it with confidence,so i,0
less inventoryoptions as compared to other apps,inventoryoptions,0
we forced to purchase coriander leave onion leaves and other vegetables from amazons fresh because you are not keeping it,coriander,0
but are there any videos in any of the scenes,scene,0
excellent delivery service and prompt refund,delivery,2
timely delivery and no extra charges,extra charges,2
every time you open the app it resets your tasks to show all of them rather than just “incomplete” which i have to set it to constantly,tasks,1
discontinue super access charges for items subscribed for daily deliveries,super access charges,0
a great application that eliminates excel and science crm erp software and makes it more fun with the user interface making everything disciplined and projectbased thinking,excel,0
please add map address to field,field,1
how can i insert my own recorded audio into the invideo timeline,audio,1
okay so i know that notion has a template library that is filled with general use templates,templates,0
if they were to add widgets it would be  stars,widgets,0
can i upgrade any time when i will have more time to produce video content,upgrade,1
when i see a web page that i want to add to it i click on the notion extension in firefox i choose the database and hit enter,web,1
when clicking on my custom template button it throws a spinner and does not create a new page like,custom,0
its cool but theres one freaking point pitches and sorting all the time,sorting,0
notion is becoming famous because it is one of the best apps we can use especially for online class very useful,apps,2
this app won’t let me use multiple orgs like the website faq says,website,0
timely delivery and more product options,product options,0
i recommend doing most of your editing on the computer app and using your phone app for things like checking your planner,app,2
it is good to know that it also provides discount,discount,2
original soundtrack of the uploaded video,sound,1
and it takes minutes to load just a page nevermind the whole app on a flagship phone,app,2
hi why was i charged when this workspace subscription was cancelled ,subscription,0
could you please help me change the email address of my account,account,1
eg if i export a page titled test page to html i would get testpagezip which contains the file test page ddhtml and i wish it was just test pagehtml ,file,1
no one in the support centre knows who is going to deliver the milk they do not even have their number from morning  am,milk,0
womenpm love using miro for visual roadmap airtable or gsuite for discussion notionhq for the public roadmap,roadmap,2
i love this app but for the free version it would be better if their was a bit more storage right now it’s like gb,storage,0
system is showing order is delivered but we are not getting delivery fraud is happening,delivery,0
sheher design amp operations manager,design,2
i had run into the  block limit for the team plan so created a new workspace with the personal plan and copied over the data,workspace,1
     line,line,1
good app for organize your work,app,2
delivery charges and rubbish schemes for delivery charges  rs charged for milk delivery to same house,delivery charges,0
my task tab doesnt save the custom filter after i restart the app,task,0
let me change column widths why isnt this a thing yet,column,1
the android app is so slow it is borderline unusable,android app,0
notion is the best organization app i have ever used,organization app,2
i do not have apple stuff,apple,1
you have upgrade from monthly to yearly,yearly,1
delivery is on time and before am,delivery,2
your payment and account is good on our side ,payment,1
it selects images because you are on the free plan,images,0
that is when there was a table with only one column on the confluence page,table,0
do you know anything about youtube ads if you do not mind,ads,1
